Insurance Policy,,,,,,,Managed by : Rohit Kapoor,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured INR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
TRS-POL-355963,18-04-2016,18-Apr-25,20,18-Apr-16,CUST-761715,1529814.2,35775.37,Annually,Yes,483052.74,3579.22,AGT-6578,April,Q2,2016,18-Apr-17,CLM-227041,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-441216,17-04-2020,17-Apr-25,20,17-Apr-20,CUST-545589,1901804.02,74561.87,Monthly,Yes,731078.97,5184.4,AGT-6578,April,Q2,2020,17-Apr-21,CLM-537499,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-718993,27-11-2023,27-Nov-25,20,27-Nov-23,CUST-730738,458802.02,49774.49,Monthly,Yes,183206.5,3011.47,AGT-6578,November,Q4,2023,27-Nov-24,CLM-371051,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-977754,19-01-2016,19-Jan-25,20,19-Jan-16,CUST-565210,1242422.88,65476.47,Quarterly,No,609023.76,6827.15,AGT-6578,January,Q1,2016,19-Jan-17,CLM-160790,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-969106,23-07-2018,23-Jul-25,20,23-Jul-18,CUST-680572,417818.56,77602.11,Monthly,No,188602.33,3537.99,AGT-6578,July,Q3,2018,23-Jul-19,CLM-886137,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-175433,15-05-2024,15-May-25,20,15-May-24,CUST-737191,1549773.52,96029.01,Quarterly,Yes,805029.24,7421.06,AGT-6578,May,Q2,2024,15-May-25,CLM-780665,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-884453,15-10-2023,15-Oct-25,20,15-Oct-23,CUST-602606,1256819.08,50950.06,Monthly,Yes,543622.69,4694.66,AGT-6578,October,Q4,2023,15-Oct-24,CLM-414219,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-329101,16-12-2019,16-Dec-25,20,16-Dec-19,CUST-187996,1879241.99,39673.86,Annually,No,569491.18,9123.16,AGT-6578,December,Q4,2019,16-Dec-20,CLM-183876,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-296837,18-09-2019,18-Sep-25,20,18-Sep-19,CUST-745645,659103.39,55887.52,Monthly,Yes,239066.99,3467.04,AGT-6578,September,Q3,2019,18-Sep-20,CLM-881124,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-262163,19-02-2020,19-Feb-25,20,19-Feb-20,CUST-949490,755444.92,72881.93,Monthly,No,429449.21,9480.86,AGT-6578,February,Q1,2020,19-Feb-21,CLM-342359,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-764375,11-05-2020,11-May-25,20,11-May-20,CUST-155984,224855.08,22612.37,Annually,Yes,79803.29,2440.85,AGT-6578,May,Q2,2020,11-May-21,CLM-436964,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-632927,19-02-2018,19-Feb-25,20,19-Feb-18,CUST-486493,705372.33,41313.24,Quarterly,Yes,227495.51,3117.15,AGT-6578,February,Q1,2018,19-Feb-19,CLM-532906,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-320617,29-09-2018,29-Sep-25,20,29-Sep-18,CUST-986219,1574995.18,71257.53,Annually,Yes,832031.06,3462.89,AGT-6578,September,Q3,2018,29-Sep-19,CLM-499251,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-259602,18-08-2024,18-Aug-25,20,18-Aug-24,CUST-621873,1578310.75,60766.58,Quarterly,No,703432.9,4591.17,AGT-6578,August,Q3,2024,18-Aug-25,CLM-196682,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-755602,30-04-2018,30-Apr-25,20,30-Apr-18,CUST-541101,1194875.26,90171.14,Quarterly,No,563178.89,5729.34,AGT-6578,April,Q2,2018,30-Apr-19,CLM-877623,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-343152,05-12-2019,05-Dec-25,20,05-Dec-19,CUST-214179,818788.4,26461.53,Annually,No,269501.12,1478.55,AGT-6578,December,Q4,2019,05-Dec-20,CLM-810055,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-726494,12-12-2016,12-Dec-25,20,12-Dec-16,CUST-874477,1191836.68,51533.73,Quarterly,No,424177.42,4859.14,AGT-6578,December,Q4,2016,12-Dec-17,CLM-188175,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-891955,08-02-2018,08-Feb-25,20,08-Feb-18,CUST-577481,442467.62,28557.43,Quarterly,No,245806.62,9659.35,AGT-6578,February,Q1,2018,08-Feb-19,CLM-277630,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-468290,15-08-2024,15-Aug-25,20,15-Aug-24,CUST-907342,1020245.1,54788.96,Annually,Yes,534443.8,700.48,AGT-6578,August,Q3,2024,15-Aug-25,CLM-499148,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-960990,21-08-2020,21-Aug-25,20,21-Aug-20,CUST-699223,936455.14,72370.3,Quarterly,Yes,296237.37,9055.91,AGT-6578,August,Q3,2020,21-Aug-21,CLM-459558,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-102354,21-05-2018,21-May-25,20,21-May-18,CUST-950344,1547218.18,81971.41,Quarterly,No,878364.89,3623.74,AGT-6578,May,Q2,2018,21-May-19,CLM-332418,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-952874,19-04-2023,19-Apr-25,20,19-Apr-23,CUST-766275,1933290.91,89074.09,Quarterly,Yes,1153610.1,3084.17,AGT-6578,April,Q2,2023,19-Apr-24,CLM-585745,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-881879,27-09-2019,27-Sep-25,20,27-Sep-19,CUST-729656,744372.98,33733.68,Annually,No,300893.04,1576.36,AGT-6578,September,Q3,2019,27-Sep-20,CLM-717986,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-653691,27-12-2016,27-Dec-25,20,27-Dec-16,CUST-225010,755374.34,19532.37,Quarterly,Yes,363632.76,9267.94,AGT-6578,December,Q4,2016,27-Dec-17,CLM-226806,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-618200,16-11-2020,16-Nov-25,20,16-Nov-20,CUST-596577,988080.38,67032.78,Monthly,No,503062.44,5150.05,AGT-6578,November,Q4,2020,16-Nov-21,CLM-498475,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-548237,27-11-2015,27-Nov-25,20,27-Nov-15,CUST-544781,1380821.45,56614.23,Annually,Yes,423122.82,1934.56,AGT-6578,November,Q4,2015,27-Nov-16,CLM-723144,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-286848,08-03-2024,08-Mar-24,20,01-Jul-25,CUST-485461,772727.21,17085.54,Monthly,No,420701.2,2147.17,AGT-6578,July,Q3,2025,01-Jul-26,CLM-569381,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-420754,25-09-2019,25-Sep-25,20,25-Sep-19,CUST-834608,214509.11,88904.49,Monthly,No,78222.1,5152.59,AGT-6578,September,Q3,2019,25-Sep-20,CLM-218069,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-778157,21-03-2018,21-Mar-25,20,21-Mar-18,CUST-144191,1967079.33,54523.73,Quarterly,Yes,1039632.75,6150.94,AGT-6578,March,Q1,2018,21-Mar-19,CLM-356299,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-318070,08-03-2023,08-Mar-25,20,08-Mar-23,CUST-606488,1585411.27,9808.31,Quarterly,Yes,585035.53,3945.92,AGT-6578,March,Q1,2023,08-Mar-24,CLM-551308,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-365075,10-06-2021,10-Jun-25,20,10-Jun-21,CUST-372969,158746.29,61613.81,Annually,Yes,61575.25,5475.08,AGT-6578,June,Q2,2021,10-Jun-22,CLM-114019,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-752346,08-03-2024,08-Mar-24,20,17-Jan-25,CUST-990781,1845041.58,26378.02,Annually,No,881559.58,3791.33,AGT-6578,January,Q1,2025,17-Jan-26,CLM-751427,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-462647,28-12-2016,28-Dec-25,20,28-Dec-16,CUST-707005,405096.53,76823.07,Quarterly,No,220137.6,4979.52,AGT-6578,December,Q4,2016,28-Dec-17,CLM-955205,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-264237,28-01-2018,28-Jan-25,20,28-Jan-18,CUST-318979,825435.21,45726.13,Monthly,Yes,481679.13,6626.08,AGT-6578,January,Q1,2018,28-Jan-19,CLM-898560,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-218385,16-10-2024,16-Oct-25,20,16-Oct-24,CUST-442666,150922.62,9861.88,Quarterly,Yes,82504.71,6948.26,AGT-6578,October,Q4,2024,16-Oct-25,CLM-522231,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-693977,22-03-2023,22-Mar-25,20,22-Mar-23,CUST-683389,571592.23,63275.53,Quarterly,Yes,342440.89,644.51,AGT-6578,March,Q1,2023,22-Mar-24,CLM-340417,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-924633,08-07-2020,08-Jul-25,20,08-Jul-20,CUST-726164,242928.32,31541.72,Monthly,Yes,137265.57,2170.25,AGT-6578,July,Q3,2020,08-Jul-21,CLM-142322,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-989396,19-01-2018,19-Jan-25,20,19-Jan-18,CUST-627947,244565.45,16125.28,Quarterly,Yes,94023,2519.74,AGT-6578,January,Q1,2018,19-Jan-19,CLM-912655,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-942160,20-06-2019,20-Jun-25,20,20-Jun-19,CUST-254080,1315827.99,92798.65,Annually,No,648686.28,2600.07,AGT-6578,June,Q2,2019,20-Jun-20,CLM-194543,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-784459,18-03-2016,18-Mar-25,20,18-Mar-16,CUST-714857,271324.88,72782.61,Monthly,No,124088.09,2304.98,AGT-6578,March,Q1,2016,18-Mar-17,CLM-580429,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-185176,11-12-2021,11-Dec-25,20,11-Dec-21,CUST-393734,230173.8,89377.91,Monthly,Yes,107577.37,9177.06,AGT-6578,December,Q4,2021,11-Dec-22,CLM-185704,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-754685,14-11-2016,14-Nov-25,20,14-Nov-16,CUST-684591,136458,18469.41,Monthly,Yes,68216.01,5474.16,AGT-6578,November,Q4,2016,14-Nov-17,CLM-543795,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-864397,05-12-2016,05-Dec-25,20,05-Dec-16,CUST-548004,1026977.76,6607.68,Annually,Yes,558928.18,3963.01,AGT-6578,December,Q4,2016,05-Dec-17,CLM-247515,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-657877,03-12-2017,03-Dec-25,20,03-Dec-17,CUST-433548,532436.76,53213.41,Annually,No,285741.29,4991.98,AGT-6578,December,Q4,2017,03-Dec-18,CLM-947764,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-639987,02-10-2024,02-Oct-25,20,02-Oct-24,CUST-231864,969724.18,71963.45,Annually,Yes,526916.98,6298.79,AGT-6578,October,Q4,2024,02-Oct-25,CLM-403796,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-239919,15-01-2019,15-Jan-25,20,15-Jan-19,CUST-283644,640653.25,49865,Quarterly,Yes,317015.43,2522.37,AGT-6578,January,Q1,2019,15-Jan-20,CLM-198167,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-578964,21-03-2021,21-Mar-25,20,21-Mar-21,CUST-917933,1677080.8,8739.04,Annually,Yes,687616.08,4251.83,AGT-6578,March,Q1,2021,21-Mar-22,CLM-732746,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-357428,21-06-2023,21-Jun-25,20,21-Jun-23,CUST-152356,699616.09,16965.31,Quarterly,Yes,276392.81,594.28,AGT-6578,June,Q2,2023,21-Jun-24,CLM-954728,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-946369,02-08-2022,02-Aug-25,20,02-Aug-22,CUST-984171,184709.33,67340.83,Annually,No,108825.03,7830.83,AGT-6578,August,Q3,2022,02-Aug-23,CLM-424090,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-558931,25-01-2021,25-Jan-25,20,25-Jan-21,CUST-784103,875545.52,84130.95,Monthly,Yes,485268.86,3155.69,AGT-6578,January,Q1,2021,25-Jan-22,CLM-782178,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-612431,11-09-2015,11-Sep-25,20,11-Sep-15,CUST-811612,985138.09,57986.52,Annually,No,574462.73,2636.86,AGT-6578,September,Q3,2015,11-Sep-16,CLM-320037,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-486641,19-10-2015,19-Oct-25,20,19-Oct-15,CUST-798733,1391686.37,72584.1,Monthly,No,508014.96,8286.72,AGT-6578,October,Q4,2015,19-Oct-16,CLM-216740,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-696957,06-09-2020,06-Sep-25,20,06-Sep-20,CUST-768999,472826.01,60242.46,Quarterly,No,234569.53,5126.58,AGT-6578,September,Q3,2020,06-Sep-21,CLM-661574,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-953494,12-06-2024,12-Jun-25,20,12-Jun-24,CUST-184769,757886.71,60375.22,Monthly,Yes,321669.94,9072.95,AGT-6578,June,Q2,2024,12-Jun-25,CLM-423423,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-567572,27-01-2019,27-Jan-25,20,27-Jan-19,CUST-551522,1915950.63,59537.32,Annually,Yes,1077800.56,9230.65,AGT-6578,January,Q1,2019,27-Jan-20,CLM-869555,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-554516,08-07-2019,08-Jul-25,20,08-Jul-19,CUST-559193,1972187.99,10212.73,Monthly,No,1029577.23,8097.93,AGT-6578,July,Q3,2019,08-Jul-20,CLM-989741,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-133764,22-08-2020,22-Aug-25,20,22-Aug-20,CUST-138660,1556590.92,45185.25,Quarterly,No,639399.45,5463.51,AGT-6578,August,Q3,2020,22-Aug-21,CLM-107499,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-890522,20-04-2016,20-Apr-25,20,20-Apr-16,CUST-784048,1239732.84,85988.63,Annually,No,533353.96,4439.44,AGT-6578,April,Q2,2016,20-Apr-17,CLM-505987,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-101656,12-01-2018,12-Jan-25,20,12-Jan-18,CUST-977078,1675976.96,98040.07,Quarterly,No,767624.67,9856.46,AGT-6578,January,Q1,2018,12-Jan-19,CLM-418072,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-110493,07-08-2017,07-Aug-25,20,07-Aug-17,CUST-889982,619521,81524.81,Quarterly,Yes,300439.99,9039.31,AGT-6578,August,Q3,2017,07-Aug-18,CLM-846814,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-512956,16-08-2019,16-Aug-25,20,16-Aug-19,CUST-326163,188464.15,64344.39,Quarterly,Yes,65085.94,8220.79,AGT-6578,August,Q3,2019,16-Aug-20,CLM-390168,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-426319,23-06-2016,23-Jun-25,20,23-Jun-16,CUST-734669,1669155.03,55286.85,Quarterly,Yes,736953.57,7772.22,AGT-6578,June,Q2,2016,23-Jun-17,CLM-875607,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-317706,07-12-2023,07-Dec-25,20,07-Dec-23,CUST-334590,760582.36,51811.54,Monthly,Yes,418538.17,7375.41,AGT-6578,December,Q4,2023,07-Dec-24,CLM-729915,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-914815,26-10-2018,26-Oct-25,20,26-Oct-18,CUST-970177,829235.65,79558.74,Monthly,Yes,422966.61,582.35,AGT-6578,October,Q4,2018,26-Oct-19,CLM-353212,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-256740,30-06-2024,30-Jun-25,20,30-Jun-24,CUST-300242,939573.77,86680.19,Monthly,Yes,315905.27,3550.39,AGT-6578,June,Q2,2024,30-Jun-25,CLM-817511,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-310407,17-04-2017,17-Apr-25,20,17-Apr-17,CUST-107218,1771588,87275.42,Quarterly,Yes,1032127.66,5106.99,AGT-6578,April,Q2,2017,17-Apr-18,CLM-553372,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-992729,17-09-2017,17-Sep-25,20,17-Sep-17,CUST-919309,805588.3,81658.16,Annually,Yes,357672.67,7910.45,AGT-6578,September,Q3,2017,17-Sep-18,CLM-473701,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-363051,30-08-2023,30-Aug-25,20,30-Aug-23,CUST-983145,1887534.08,42084.15,Monthly,No,630344.26,8373.73,AGT-6578,August,Q3,2023,30-Aug-24,CLM-732284,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-164707,10-04-2019,10-Apr-25,20,10-Apr-19,CUST-538837,1081644.66,41957.65,Monthly,Yes,339455.89,4155.63,AGT-6578,April,Q2,2019,10-Apr-20,CLM-207558,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-943814,24-01-2022,24-Jan-25,20,24-Jan-22,CUST-203915,424033.88,24439.39,Quarterly,No,210336.44,6152.24,AGT-6578,January,Q1,2022,24-Jan-23,CLM-442547,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-324803,29-04-2023,29-Apr-25,20,29-Apr-23,CUST-564727,1388000.65,67074.75,Quarterly,Yes,773923.49,4662.78,AGT-6578,April,Q2,2023,29-Apr-24,CLM-840006,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-323135,23-04-2016,23-Apr-25,20,23-Apr-16,CUST-764683,1731209.22,68031.56,Monthly,Yes,699326.57,7272.72,AGT-6578,April,Q2,2016,23-Apr-17,CLM-943902,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-594555,30-01-2016,30-Jan-25,20,30-Jan-16,CUST-490748,1166016.06,10639.47,Monthly,Yes,576913.64,5592.46,AGT-6578,January,Q1,2016,30-Jan-17,CLM-640991,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-568202,15-07-2020,15-Jul-25,20,15-Jul-20,CUST-603259,1515352.93,69109.76,Quarterly,No,661736.88,1335.61,AGT-6578,July,Q3,2020,15-Jul-21,CLM-781166,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-834155,20-05-2016,20-May-25,20,20-May-16,CUST-867018,432141.41,71436.88,Monthly,Yes,252335.65,1058.91,AGT-6578,May,Q2,2016,20-May-17,CLM-330953,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-985877,20-08-2017,20-Aug-25,20,20-Aug-17,CUST-427681,1395850.98,45526.28,Quarterly,No,791643.27,1353.54,AGT-6578,August,Q3,2017,20-Aug-18,CLM-239134,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-773958,09-08-2018,09-Aug-25,20,09-Aug-18,CUST-761996,149938.4,72582.72,Quarterly,No,79793.65,6267.14,AGT-6578,August,Q3,2018,09-Aug-19,CLM-221063,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-442372,19-10-2015,19-Oct-25,20,19-Oct-15,CUST-260965,380455.86,72681.87,Quarterly,No,126343.52,9615.18,AGT-6578,October,Q4,2015,19-Oct-16,CLM-629305,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-249860,08-03-2024,08-Mar-24,20,27-Jun-25,CUST-974883,204365.97,17532.36,Monthly,Yes,81049.2,4814.62,AGT-6578,June,Q2,2025,27-Jun-26,CLM-542030,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-707397,27-03-2018,27-Mar-25,20,27-Mar-18,CUST-336621,1244517.82,16430.6,Quarterly,No,522348.75,1893.39,AGT-6578,March,Q1,2018,27-Mar-19,CLM-872143,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-764355,23-12-2017,23-Dec-25,20,23-Dec-17,CUST-361732,1747875.89,7126.21,Annually,Yes,740003.37,7167.78,AGT-6578,December,Q4,2017,23-Dec-18,CLM-356881,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-713202,05-08-2023,05-Aug-25,20,05-Aug-23,CUST-218488,935107.83,40074.03,Monthly,Yes,314725.41,8521.16,AGT-6578,August,Q3,2023,05-Aug-24,CLM-107725,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-316235,19-01-2017,19-Jan-25,20,19-Jan-17,CUST-383781,1204589.84,5406,Monthly,No,474537.85,801.69,AGT-6578,January,Q1,2017,19-Jan-18,CLM-987679,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-957205,12-01-2017,12-Jan-25,20,12-Jan-17,CUST-694061,186453.79,51058.73,Quarterly,Yes,75397.65,3954.57,AGT-6578,January,Q1,2017,12-Jan-18,CLM-297342,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-954611,15-07-2016,15-Jul-25,20,15-Jul-16,CUST-321812,1511911.34,70496.2,Monthly,No,905553.05,3767.52,AGT-6578,July,Q3,2016,15-Jul-17,CLM-302800,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-630985,08-03-2024,08-Mar-24,20,25-Jun-25,CUST-227353,903336.17,24649.14,Annually,No,419138.19,7419.58,AGT-6578,June,Q2,2025,25-Jun-26,CLM-851095,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-338451,12-05-2016,12-May-25,20,12-May-16,CUST-623438,910813.35,75728.95,Quarterly,No,427178.35,8263.58,AGT-6578,May,Q2,2016,12-May-17,CLM-367074,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-930387,30-01-2021,30-Jan-25,20,30-Jan-21,CUST-261731,1056521.22,64394.04,Monthly,Yes,475351.7,8058.97,AGT-6578,January,Q1,2021,30-Jan-22,CLM-186263,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-993440,20-02-2023,20-Feb-25,20,20-Feb-23,CUST-461178,564792.79,65718.02,Monthly,No,250608.69,4509.72,AGT-6578,February,Q1,2023,20-Feb-24,CLM-823485,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-457825,02-05-2016,02-May-25,20,02-May-16,CUST-290257,1177623.34,92346.36,Quarterly,No,672810.16,1053.44,AGT-6578,May,Q2,2016,02-May-17,CLM-561842,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
TRS-POL-231888,26-11-2019,26-Nov-25,20,26-Nov-19,CUST-687939,1960321.18,49617.54,Monthly,Yes,612138.48,5717.68,AGT-6578,November,Q4,2019,26-Nov-20,CLM-988382,TR-UNCD988,UGP-TRCD-9834,Active,Delhi,RMN7A3X1,ZMN8K2L1
